Date,League_ID,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_Goals_Time,Away_Goals_Time,RefereeName,Outcome,Total_Goals,Exact_Score,Team_Home,Avg_Goals_Scored_Last5_Home,Avg_Goals_Conceded_Last5_Home,Avg_Points_Last5_Home,Avg_Goals_Scored_Home_Last5_Home,Avg_Goals_Scored_Away_Last5_Home,Avg_Goals_Conceded_Home_Last5_Home,Avg_Goals_Conceded_Away_Last5_Home,Avg_Points_Home_Last5_Home,Avg_Points_Away_Last5_Home,Team_Away,Avg_Goals_Scored_Last5_Away,Avg_Goals_Conceded_Last5_Away,Avg_Points_Last5_Away,Avg_Goals_Scored_Home_Last5_Away,Avg_Goals_Scored_Away_Last5_Away,Avg_Goals_Conceded_Home_Last5_Away,Avg_Goals_Conceded_Away_Last5_Away,Avg_Points_Home_Last5_Away,Avg_Points_Away_Last5_Away,Diff_Avg_Goals_Scored_Last5,Diff_Avg_Goals_Scored_Venue_Last5,Diff_Avg_Goals_Conceded_Last5,Diff_Avg_Goals_Conceded_Venue_Last5,Diff_Avg_Points_Last5,Diff_Avg_Points_Venue_Last5,Month,DayOfWeek
2021-09-25 13:00:00,135,2021.0,Spezia Calcio,AC Milan,1.0,2.0,0.0,0.0,Manganiello,A,3.0,1-2,Spezia Calcio,1.4,2.6,0.8,1.0,1.5,2.0,4.0,0.0,0.5,AC Milan,2.0,0.4,2.6,3.0,1.0,0.5,0.5,3.0,2.0,-0.6000000000000001,0.0,2.2,1.5,-1.8,-2.0,9,5
2021-09-25 16:00:00,135,2021.0,FC Internazionale Milano,Atalanta BC,2.0,2.0,1.0,2.0,Maresca,D,4.0,2-2,FC Internazionale Milano,3.6,1.0,2.6,5.0,2.5,0.5,1.5,3.0,2.0,Atalanta BC,1.2,0.8,2.0,0.5,1.5,1.0,0.5,0.5,3.0,2.4000000000000004,3.5,0.19999999999999996,0.0,0.6000000000000001,0.0,9,5
2021-09-25 18:45:00,135,2021.0,Genoa CFC,Verona,3.0,3.0,0.0,1.0,Doveri,D,6.0,3-3,Genoa CFC,1.4,2.4,0.8,1.0,1.5,2.0,3.0,0.0,1.5,Verona,1.6,2.2,0.8,1.5,1.0,3.0,1.5,0.0,0.5,-0.20000000000000018,0.0,0.19999999999999973,0.5,0.0,-0.5,9,5
2021-09-26 10:30:00,135,2021.0,Juventus FC,UC Sampdoria,3.0,2.0,2.0,1.0,Ayroldi,H,5.0,3-2,Juventus FC,1.4,1.6,1.0,0.5,1.5,1.0,2.0,0.5,0.5,UC Sampdoria,1.0,1.4,1.0,1.0,1.5,1.5,0.0,0.5,2.0,0.3999999999999999,-1.0,0.20000000000000018,1.0,0.0,-1.5,9,6
2021-09-26 13:00:00,135,2021.0,Empoli FC,Bologna FC 1909,4.0,2.0,2.0,1.0,Giacomelli,H,6.0,4-2,Empoli FC,1.0,1.6,1.2,0.6666666666666666,1.0,2.6666666666666665,0.0,0.0,3.0,Bologna FC 1909,1.4,2.0,1.6,2.0,0.5,1.0,3.0,3.0,0.5,-0.3999999999999999,0.16666666666666663,-0.3999999999999999,-0.3333333333333335,-0.40000000000000013,-0.5,9,6
2021-09-26 13:00:00,135,2021.0,US Sassuolo Calcio,US Salernitana 1919,1.0,0.0,0.0,0.0,Giua,H,1.0,1-0,US Sassuolo Calcio,1.0,1.4,0.8,0.0,2.0,0.5,2.0,0.5,1.5,US Salernitana 1919,0.8,2.8,0.2,0.0,1.0,2.5,3.5,0.0,0.0,0.19999999999999996,-1.0,-1.4,-3.0,0.6000000000000001,0.5,9,6
2021-09-26 13:00:00,135,2021.0,Udinese Calcio,ACF Fiorentina,0.0,1.0,0.0,1.0,Ghersini,A,1.0,0-1,Udinese Calcio,1.2,1.4,1.4,1.6666666666666667,1.0,2.0,0.0,1.3333333333333333,3.0,ACF Fiorentina,1.6,1.8,1.8,2.0,1.6666666666666667,1.0,1.6666666666666667,3.0,2.0,-0.40000000000000013,0.0,-0.40000000000000013,0.33333333333333326,-0.40000000000000013,-0.6666666666666667,9,6
2021-09-26 16:00:00,135,2021.0,SS Lazio,AS Roma,3.0,2.0,2.0,1.0,Guida,H,5.0,3-2,SS Lazio,2.4,1.4,1.6,4.0,1.5,1.5,1.5,2.0,1.5,AS Roma,2.4,1.0,2.4,2.5,3.0,1.0,1.5,3.0,1.5,0.0,1.0,0.3999999999999999,0.0,-0.7999999999999998,0.5,9,6
2021-09-26 18:45:00,135,2021.0,SSC Napoli,Cagliari Calcio,2.0,0.0,1.0,0.0,Piccinini,H,2.0,2-0,SSC Napoli,2.8,0.4,3.0,2.0,3.0,0.5,0.5,3.0,3.0,Cagliari Calcio,1.4,2.6,0.4,2.0,1.5,2.5,3.0,0.5,0.5,1.4,0.5,-2.2,-2.5,2.6,2.5,9,6
2021-09-27 18:45:00,135,2021.0,Venezia FC,Torino FC,1.0,1.0,0.0,0.0,Maggioni,D,2.0,1-1,Venezia FC,0.6,2.0,0.6,1.0,0.6666666666666666,2.0,2.0,0.0,1.0,Torino FC,1.6,1.0,1.4,2.5,1.0,1.0,1.0,1.5,1.5,-1.0,0.0,1.0,1.0,-0.7999999999999999,-1.5,9,0
